,forecast_execution_date_ept,forecast_date,region,total_outages_mw,planned_outages_mw,maintenance_outages_mw,forced_outages_mw,execution_date,forecast_just_date,date_match
7415,2017-01-10,2017-01-10,Western,12253,1325,3373,7555,01102017,01102017,yes
7434,2017-01-09,2017-01-09,Mid Atlantic - Dominion,3528,105,-1420,4843,01092017,01092017,yes
7435,2017-01-09,2017-01-09,PJM RTO,10238,1430,-610,9418,01092017,01092017,yes
7436,2017-01-09,2017-01-09,Western,6710,1325,810,4575,01092017,01092017,yes
7455,2017-01-08,2017-01-08,Mid Atlantic - Dominion,2853,86,668,2099,01082017,01082017,yes
7456,2017-01-08,2017-01-08,PJM RTO,11044,1389,2007,7648,01082017,01082017,yes
7457,2017-01-08,2017-01-08,Western,8191,1303,1339,5549,01082017,01082017,yes
7476,2017-01-07,2017-01-07,Mid Atlantic - Dominion,1318,306,-673,1685,01072017,01072017,yes
7477,2017-01-07,2017-01-07,PJM RTO,10252,1609,1663,6980,01072017,01072017,yes
7478,2017-01-07,2017-01-07,Western,8934,1303,2336,5295,01072017,01072017,yes
7497,2017-01-06,2017-01-06,Mid Atlantic - Dominion,4322,1025,1918,1379,01062017,01062017,yes
7498,2017-01-06,2017-01-06,PJM RTO,14006,2353,5658,5995,01062017,01062017,yes
7499,2017-01-06,2017-01-06,Western,9684,1328,3740,4616,01062017,01062017,yes
7518,2017-01-05,2017-01-05,Mid Atlantic - Dominion,2992,1025,129,1838,01052017,01052017,yes
7519,2017-01-05,2017-01-05,PJM RTO,12573,2353,4048,6172,01052017,01052017,yes
7520,2017-01-05,2017-01-05,Western,9581,1328,3919,4334,01052017,01052017,yes
7539,2017-01-04,2017-01-04,Mid Atlantic - Dominion,4029,1025,1352,1652,01042017,01042017,yes
7540,2017-01-04,2017-01-04,PJM RTO,17676,2353,6940,8383,01042017,01042017,yes
7541,2017-01-04,2017-01-04,Western,13647,1328,5588,6731,01042017,01042017,yes
7560,2017-01-03,2017-01-03,Mid Atlantic - Dominion,3889,1025,1836,1028,01032017,01032017,yes
7561,2017-01-03,2017-01-03,PJM RTO,15085,2353,5674,7058,01032017,01032017,yes
7562,2017-01-03,2017-01-03,Western,11196,1328,3838,6030,01032017,01032017,yes
7581,2017-01-02,2017-01-02,Mid Atlantic - Dominion,5373,1025,3057,1291,01022017,01022017,yes
7582,2017-01-02,2017-01-02,PJM RTO,16172,2643,7745,5784,01022017,01022017,yes
7583,2017-01-02,2017-01-02,Western,10799,1618,4688,4493,01022017,01022017,yes
7602,2017-01-01,2017-01-01,Mid Atlantic - Dominion,4614,1025,2633,956,01012017,01012017,yes
7603,2017-01-01,2017-01-01,PJM RTO,15572,2643,6879,6050,01012017,01012017,yes
7604,2017-01-01,2017-01-01,Western,10958,1618,4246,5094,01012017,01012017,yes
0,2018-12-31,2018-12-31,Mid Atlantic - Dominion,3095,697,466,1932,12312018,12312018,yes
1,2018-12-31,2018-12-31,Western,6388,160,2624,3604,12312018,12312018,yes
2,2018-12-31,2018-12-31,PJM RTO,9483,857,3090,5536,12312018,12312018,yes
21,2018-12-30,2018-12-30,Mid Atlantic - Dominion,4202,857,714,2631,12302018,12302018,yes
22,2018-12-30,2018-12-30,Western,7938,514,4624,2800,12302018,12302018,yes
23,2018-12-30,2018-12-30,PJM RTO,12140,1371,5338,5431,12302018,12302018,yes
42,2018-12-29,2018-12-29,Mid Atlantic - Dominion,4450,857,1505,2088,12292018,12292018,yes
43,2018-12-29,2018-12-29,Western,9331,1814,4489,3028,12292018,12292018,yes
44,2018-12-29,2018-12-29,PJM RTO,13781,2671,5994,5116,12292018,12292018,yes
63,2018-12-28,2018-12-28,Mid Atlantic - Dominion,6289,857,2607,2825,12282018,12282018,yes
64,2018-12-28,2018-12-28,Western,10513,2094,5322,3097,12282018,12282018,yes
65,2018-12-28,2018-12-28,PJM RTO,16802,2951,7929,5922,12282018,12282018,yes
84,2018-12-27,2018-12-27,Mid Atlantic - Dominion,4333,860,1797,1676,12272018,12272018,yes
85,2018-12-27,2018-12-27,Western,11692,2174,6499,3019,12272018,12272018,yes
86,2018-12-27,2018-12-27,PJM RTO,16025,3034,8296,4695,12272018,12272018,yes
105,2018-12-26,2018-12-26,Mid Atlantic - Dominion,3567,860,1143,1564,12262018,12262018,yes
106,2018-12-26,2018-12-26,Western,9987,2174,5691,2122,12262018,12262018,yes
107,2018-12-26,2018-12-26,PJM RTO,13554,3034,6834,3686,12262018,12262018,yes
126,2018-12-25,2018-12-25,Mid Atlantic - Dominion,2683,860,223,1600,12252018,12252018,yes
127,2018-12-25,2018-12-25,Western,9686,2174,5354,2158,12252018,12252018,yes
128,2018-12-25,2018-12-25,PJM RTO,12369,3034,5577,3758,12252018,12252018,yes
147,2018-12-24,2018-12-24,Mid Atlantic - Dominion,4797,860,1640,2297,12242018,12242018,yes
148,2018-12-24,2018-12-24,Western,9927,2174,5742,2011,12242018,12242018,yes
149,2018-12-24,2018-12-24,PJM RTO,14724,3034,7382,4308,12242018,12242018,yes
168,2018-12-23,2018-12-23,Mid Atlantic - Dominion,7849,1363,4052,2434,12232018,12232018,yes
169,2018-12-23,2018-12-23,Western,10635,2174,6200,2261,12232018,12232018,yes
170,2018-12-23,2018-12-23,PJM RTO,18484,3537,10252,4695,12232018,12232018,yes
189,2018-12-22,2018-12-22,Mid Atlantic - Dominion,7934,2085,2928,2921,12222018,12222018,yes
190,2018-12-22,2018-12-22,Western,12921,2174,7506,3241,12222018,12222018,yes
191,2018-12-22,2018-12-22,PJM RTO,20855,4259,10434,6162,12222018,12222018,yes
210,2018-12-21,2018-12-21,Mid Atlantic - Dominion,9330,2102,5274,1954,12212018,12212018,yes
211,2018-12-21,2018-12-21,Western,13539,2618,7166,3755,12212018,12212018,yes
212,2018-12-21,2018-12-21,PJM RTO,22869,4720,12440,5709,12212018,12212018,yes
231,2018-12-20,2018-12-20,Mid Atlantic - Dominion,8378,2102,3522,2754,12202018,12202018,yes
232,2018-12-20,2018-12-20,Western,15699,2618,8883,4198,12202018,12202018,yes
233,2018-12-20,2018-12-20,PJM RTO,24077,4720,12405,6952,12202018,12202018,yes
252,2018-12-19,2018-12-19,Mid Atlantic - Dominion,7808,2608,2509,2691,12192018,12192018,yes
253,2018-12-19,2018-12-19,Western,15816,2618,7464,5734,12192018,12192018,yes
254,2018-12-19,2018-12-19,PJM RTO,23624,5226,9973,8425,12192018,12192018,yes
273,2018-12-18,2018-12-18,Mid Atlantic - Dominion,7554,2621,2557,2376,12182018,12182018,yes
274,2018-12-18,2018-12-18,Western,16533,2707,6957,6869,12182018,12182018,yes
275,2018-12-18,2018-12-18,PJM RTO,24087,5328,9514,9245,12182018,12182018,yes
294,2018-12-17,2018-12-17,Mid Atlantic - Dominion,9585,3122,3793,2670,12172018,12172018,yes
295,2018-12-17,2018-12-17,Western,17550,3112,7853,6585,12172018,12172018,yes
296,2018-12-17,2018-12-17,PJM RTO,27135,6234,11646,9255,12172018,12172018,yes
315,2018-12-16,2018-12-16,Mid Atlantic - Dominion,12253,3109,5289,3855,12162018,12162018,yes
316,2018-12-16,2018-12-16,Western,18257,3112,10229,4916,12162018,12162018,yes
317,2018-12-16,2018-12-16,PJM RTO,30510,6221,15518,8771,12162018,12162018,yes
336,2018-12-15,2018-12-15,Mid Atlantic - Dominion,13509,3109,7212,3188,12152018,12152018,yes
337,2018-12-15,2018-12-15,Western,19885,3795,12813,3277,12152018,12152018,yes
338,2018-12-15,2018-12-15,PJM RTO,33394,6904,20025,6465,12152018,12152018,yes
357,2018-12-14,2018-12-14,Mid Atlantic - Dominion,11153,3320,5127,2706,12142018,12142018,yes
358,2018-12-14,2018-12-14,Western,13829,3515,7001,3313,12142018,12142018,yes
359,2018-12-14,2018-12-14,PJM RTO,24982,6835,12128,6019,12142018,12142018,yes
378,2018-12-13,2018-12-13,Mid Atlantic - Dominion,10188,3405,3758,3025,12132018,12132018,yes
379,2018-12-13,2018-12-13,Western,13130,4144,5032,3954,12132018,12132018,yes
380,2018-12-13,2018-12-13,PJM RTO,23318,7549,8790,6979,12132018,12132018,yes
399,2018-12-12,2018-12-12,Mid Atlantic - Dominion,9356,3890,2623,2843,12122018,12122018,yes
400,2018-12-12,2018-12-12,Western,12045,3592,4880,3573,12122018,12122018,yes
401,2018-12-12,2018-12-12,PJM RTO,21401,7482,7503,6416,12122018,12122018,yes
420,2018-12-11,2018-12-11,Mid Atlantic - Dominion,9285,4195,1847,3243,12112018,12112018,yes
421,2018-12-11,2018-12-11,Western,10507,3615,3609,3283,12112018,12112018,yes
422,2018-12-11,2018-12-11,PJM RTO,19792,7810,5456,6526,12112018,12112018,yes
441,2018-12-10,2018-12-10,Mid Atlantic - Dominion,11256,4982,3096,3178,12102018,12102018,yes
442,2018-12-10,2018-12-10,Western,13030,4879,4383,3768,12102018,12102018,yes
443,2018-12-10,2018-12-10,PJM RTO,24286,9861,7479,6946,12102018,12102018,yes
462,2018-12-09,2018-12-09,Mid Atlantic - Dominion,10797,4965,3472,2360,12092018,12092018,yes
463,2018-12-09,2018-12-09,Western,14584,4820,5016,4748,12092018,12092018,yes
464,2018-12-09,2018-12-09,PJM RTO,25381,9785,8488,7108,12092018,12092018,yes
483,2018-12-08,2018-12-08,Mid Atlantic - Dominion,10418,4939,3100,2379,12082018,12082018,yes
484,2018-12-08,2018-12-08,Western,16478,4820,6677,4981,12082018,12082018,yes
485,2018-12-08,2018-12-08,PJM RTO,26896,9759,9777,7360,12082018,12082018,yes
504,2018-12-07,2018-12-07,Mid Atlantic - Dominion,10486,4723,3246,2517,12072018,12072018,yes
505,2018-12-07,2018-12-07,Western,13576,4780,3458,5338,12072018,12072018,yes
506,2018-12-07,2018-12-07,PJM RTO,24062,9503,6704,7855,12072018,12072018,yes
525,2018-12-06,2018-12-06,Mid Atlantic - Dominion,13602,5565,5630,2407,12062018,12062018,yes
526,2018-12-06,2018-12-06,Western,15882,4856,4307,6719,12062018,12062018,yes
527,2018-12-06,2018-12-06,PJM RTO,29484,10421,9937,9126,12062018,12062018,yes
546,2018-12-05,2018-12-05,Western,17330,5516,7057,4757,12052018,12052018,yes
547,2018-12-05,2018-12-05,Mid Atlantic - Dominion,17930,6079,9468,2383,12052018,12052018,yes
548,2018-12-05,2018-12-05,PJM RTO,35260,11595,16525,7140,12052018,12052018,yes
567,2018-12-04,2018-12-04,Mid Atlantic - Dominion,13927,6079,5758,2090,12042018,12042018,yes
568,2018-12-04,2018-12-04,Western,20117,5626,9231,5260,12042018,12042018,yes
569,2018-12-04,2018-12-04,PJM RTO,34044,11705,14989,7350,12042018,12042018,yes
588,2018-12-03,2018-12-03,Mid Atlantic - Dominion,17110,6097,8817,2196,12032018,12032018,yes
589,2018-12-03,2018-12-03,Western,20330,5856,8620,5854,12032018,12032018,yes
590,2018-12-03,2018-12-03,PJM RTO,37440,11953,17437,8050,12032018,12032018,yes
609,2018-12-02,2018-12-02,Mid Atlantic - Dominion,17754,6160,9503,2091,12022018,12022018,yes
610,2018-12-02,2018-12-02,Western,22971,6180,12038,4753,12022018,12022018,yes
611,2018-12-02,2018-12-02,PJM RTO,40725,12340,21541,6844,12022018,12022018,yes
630,2018-12-01,2018-12-01,Mid Atlantic - Dominion,16848,7098,8382,1368,12012018,12012018,yes
631,2018-12-01,2018-12-01,Western,21767,6180,10708,4879,12012018,12012018,yes
632,2018-12-01,2018-12-01,PJM RTO,38615,13278,19090,6247,12012018,12012018,yes
651,2018-11-30,2018-11-30,Western,19890,5551,9576,4763,11302018,11302018,yes
652,2018-11-30,2018-11-30,Mid Atlantic - Dominion,20120,7214,10390,2516,11302018,11302018,yes
653,2018-11-30,2018-11-30,PJM RTO,40010,12765,19966,7279,11302018,11302018,yes
672,2018-11-29,2018-11-29,Mid Atlantic - Dominion,17536,7104,7027,3405,11292018,11292018,yes
673,2018-11-29,2018-11-29,Western,18563,5604,6941,6018,11292018,11292018,yes
674,2018-11-29,2018-11-29,PJM RTO,36099,12708,13968,9423,11292018,11292018,yes
693,2018-11-28,2018-11-28,Mid Atlantic - Dominion,16268,7213,6068,2987,11282018,11282018,yes
694,2018-11-28,2018-11-28,Western,17801,5019,5797,6985,11282018,11282018,yes
695,2018-11-28,2018-11-28,PJM RTO,34069,12232,11865,9972,11282018,11282018,yes
714,2018-11-27,2018-11-27,Mid Atlantic - Dominion,16839,8457,5733,2649,11272018,11272018,yes
715,2018-11-27,2018-11-27,Western,19239,5604,5981,7654,11272018,11272018,yes
716,2018-11-27,2018-11-27,PJM RTO,36078,14061,11714,10303,11272018,11272018,yes
735,2018-11-26,2018-11-26,Mid Atlantic - Dominion,17073,8506,5637,2930,11262018,11262018,yes
736,2018-11-26,2018-11-26,Western,17275,5604,5862,5809,11262018,11262018,yes
737,2018-11-26,2018-11-26,PJM RTO,34348,14110,11499,8739,11262018,11262018,yes
756,2018-11-25,2018-11-25,Mid Atlantic - Dominion,17184,8422,5584,3178,11252018,11252018,yes
757,2018-11-25,2018-11-25,Western,19127,6820,6998,5309,11252018,11252018,yes
758,2018-11-25,2018-11-25,PJM RTO,36311,15242,12582,8487,11252018,11252018,yes
777,2018-11-24,2018-11-24,Mid Atlantic - Dominion,15779,8099,3570,4110,11242018,11242018,yes
778,2018-11-24,2018-11-24,Western,18911,7218,6600,5093,11242018,11242018,yes
779,2018-11-24,2018-11-24,PJM RTO,34690,15317,10170,9203,11242018,11242018,yes
798,2018-11-23,2018-11-23,Mid Atlantic - Dominion,14371,8466,2248,3657,11232018,11232018,yes
799,2018-11-23,2018-11-23,Western,18383,6098,7813,4472,11232018,11232018,yes
800,2018-11-23,2018-11-23,PJM RTO,32754,14564,10061,8129,11232018,11232018,yes
819,2018-11-22,2018-11-22,Mid Atlantic - Dominion,12255,8466,1864,1925,11222018,11222018,yes
820,2018-11-22,2018-11-22,Western,20880,8622,8438,3820,11222018,11222018,yes
821,2018-11-22,2018-11-22,PJM RTO,33135,17088,10302,5745,11222018,11222018,yes
840,2018-11-21,2018-11-21,Mid Atlantic - Dominion,16891,9244,4771,2876,11212018,11212018,yes
841,2018-11-21,2018-11-21,Western,19713,8772,6718,4223,11212018,11212018,yes
842,2018-11-21,2018-11-21,PJM RTO,36604,18016,11489,7099,11212018,11212018,yes
861,2018-11-20,2018-11-20,Mid Atlantic - Dominion,17184,9290,5742,2152,11202018,11202018,yes
862,2018-11-20,2018-11-20,Western,19432,8953,6575,3904,11202018,11202018,yes
863,2018-11-20,2018-11-20,PJM RTO,36616,18243,12317,6056,11202018,11202018,yes
882,2018-11-19,2018-11-19,Mid Atlantic - Dominion,18774,9399,6826,2549,11192018,11192018,yes
883,2018-11-19,2018-11-19,Western,21180,9670,7017,4493,11192018,11192018,yes
884,2018-11-19,2018-11-19,PJM RTO,39954,19069,13843,7042,11192018,11192018,yes
903,2018-11-18,2018-11-18,Western,21205,9897,6379,4929,11182018,11182018,yes
904,2018-11-18,2018-11-18,Mid Atlantic - Dominion,22859,11978,8732,2149,11182018,11182018,yes
905,2018-11-18,2018-11-18,PJM RTO,44064,21875,15111,7078,11182018,11182018,yes
924,2018-11-17,2018-11-17,Western,23987,10097,9418,4472,11172018,11172018,yes
925,2018-11-17,2018-11-17,Mid Atlantic - Dominion,25077,12405,9417,3255,11172018,11172018,yes
926,2018-11-17,2018-11-17,PJM RTO,49064,22502,18835,7727,11172018,11172018,yes
945,2018-11-16,2018-11-16,Mid Atlantic - Dominion,25157,13281,8101,3775,11162018,11162018,yes
946,2018-11-16,2018-11-16,Western,25345,10699,9970,4676,11162018,11162018,yes
947,2018-11-16,2018-11-16,PJM RTO,50502,23980,18071,8451,11162018,11162018,yes
966,2018-11-15,2018-11-15,Mid Atlantic - Dominion,21957,13650,5881,2426,11152018,11152018,yes
967,2018-11-15,2018-11-15,Western,23139,11014,6520,5605,11152018,11152018,yes
968,2018-11-15,2018-11-15,PJM RTO,45096,24664,12401,8031,11152018,11152018,yes
987,2018-11-14,2018-11-14,Western,22977,13011,4132,5834,11142018,11142018,yes
988,2018-11-14,2018-11-14,Mid Atlantic - Dominion,25170,15381,6973,2816,11142018,11142018,yes
989,2018-11-14,2018-11-14,PJM RTO,48147,28392,11105,8650,11142018,11142018,yes
1008,2018-11-13,2018-11-13,Western,21335,13278,4434,3623,11132018,11132018,yes
1009,2018-11-13,2018-11-13,Mid Atlantic - Dominion,24073,16316,5576,2181,11132018,11132018,yes
1010,2018-11-13,2018-11-13,PJM RTO,45408,29594,10010,5804,11132018,11132018,yes
1029,2018-11-12,2018-11-12,Western,21892,13680,4302,3910,11122018,11122018,yes
1030,2018-11-12,2018-11-12,Mid Atlantic - Dominion,27174,18339,7577,1258,11122018,11122018,yes
1031,2018-11-12,2018-11-12,PJM RTO,49066,32019,11879,5168,11122018,11122018,yes
1050,2018-11-11,2018-11-11,Western,24836,15433,4082,5321,11112018,11112018,yes
1051,2018-11-11,2018-11-11,Mid Atlantic - Dominion,27121,20155,5508,1458,11112018,11112018,yes
1052,2018-11-11,2018-11-11,PJM RTO,51957,35588,9590,6779,11112018,11112018,yes
1071,2018-11-10,2018-11-10,Western,24325,16088,4427,3810,11102018,11102018,yes
1072,2018-11-10,2018-11-10,Mid Atlantic - Dominion,28787,21085,6331,1371,11102018,11102018,yes
1073,2018-11-10,2018-11-10,PJM RTO,53112,37173,10758,5181,11102018,11102018,yes
1092,2018-11-09,2018-11-09,Mid Atlantic - Dominion,28719,21100,6337,1282,11092018,11092018,yes
1093,2018-11-09,2018-11-09,Western,30250,17810,9254,3186,11092018,11092018,yes
1094,2018-11-09,2018-11-09,PJM RTO,58969,38910,15591,4468,11092018,11092018,yes
1113,2018-11-08,2018-11-08,Western,27516,18840,5877,2799,11082018,11082018,yes
1114,2018-11-08,2018-11-08,Mid Atlantic - Dominion,32169,21984,7621,2564,11082018,11082018,yes
1115,2018-11-08,2018-11-08,PJM RTO,59685,40824,13498,5363,11082018,11082018,yes
1134,2018-11-07,2018-11-07,Western,26672,17793,6171,2708,11072018,11072018,yes
1135,2018-11-07,2018-11-07,Mid Atlantic - Dominion,35084,22631,9804,2649,11072018,11072018,yes
1136,2018-11-07,2018-11-07,PJM RTO,61756,40424,15975,5357,11072018,11072018,yes
1155,2018-11-06,2018-11-06,Western,30494,19450,7668,3376,11062018,11062018,yes
1156,2018-11-06,2018-11-06,Mid Atlantic - Dominion,35216,23374,9235,2607,11062018,11062018,yes
1157,2018-11-06,2018-11-06,PJM RTO,65710,42824,16903,5983,11062018,11062018,yes
1176,2018-11-05,2018-11-05,Western,28967,19356,5858,3753,11052018,11052018,yes
1177,2018-11-05,2018-11-05,Mid Atlantic - Dominion,35090,24337,8850,1903,11052018,11052018,yes
1178,2018-11-05,2018-11-05,PJM RTO,64057,43693,14708,5656,11052018,11052018,yes
1197,2018-11-04,2018-11-04,Western,27972,18735,4513,4724,11042018,11042018,yes
1198,2018-11-04,2018-11-04,Mid Atlantic - Dominion,33973,25381,6900,1692,11042018,11042018,yes
1199,2018-11-04,2018-11-04,PJM RTO,61945,44116,11413,6416,11042018,11042018,yes
1218,2018-11-03,2018-11-03,Western,27248,19189,4532,3527,11032018,11032018,yes
1219,2018-11-03,2018-11-03,Mid Atlantic - Dominion,33438,24841,7330,1267,11032018,11032018,yes
1220,2018-11-03,2018-11-03,PJM RTO,60686,44030,11862,4794,11032018,11032018,yes
1239,2018-11-02,2018-11-02,Western,27346,18919,4977,3450,11022018,11022018,yes
1240,2018-11-02,2018-11-02,Mid Atlantic - Dominion,33553,24045,7247,2261,11022018,11022018,yes
1241,2018-11-02,2018-11-02,PJM RTO,60899,42964,12224,5711,11022018,11022018,yes
1260,2018-11-01,2018-11-01,Western,28255,18393,5213,4649,11012018,11012018,yes
1261,2018-11-01,2018-11-01,Mid Atlantic - Dominion,31412,22847,6993,1572,11012018,11012018,yes
1262,2018-11-01,2018-11-01,PJM RTO,59667,41240,12206,6221,11012018,11012018,yes
1281,2018-10-31,2018-10-31,Western,30076,18346,6716,5014,10312018,10312018,yes
1282,2018-10-31,2018-10-31,Mid Atlantic - Dominion,31402,23202,7097,1103,10312018,10312018,yes
1283,2018-10-31,2018-10-31,PJM RTO,61478,41548,13813,6117,10312018,10312018,yes
1302,2018-10-30,2018-10-30,Western,28297,17790,4923,5584,10302018,10302018,yes
1303,2018-10-30,2018-10-30,Mid Atlantic - Dominion,31834,25011,5764,1059,10302018,10302018,yes
1304,2018-10-30,2018-10-30,PJM RTO,60131,42801,10687,6643,10302018,10302018,yes
1323,2018-10-29,2018-10-29,Western,26569,17814,4698,4057,10292018,10292018,yes
1324,2018-10-29,2018-10-29,Mid Atlantic - Dominion,34703,25791,7203,1709,10292018,10292018,yes
1325,2018-10-29,2018-10-29,PJM RTO,61272,43605,11901,5766,10292018,10292018,yes
1344,2018-10-28,2018-10-28,Western,24769,16086,4798,3885,10282018,10282018,yes
1345,2018-10-28,2018-10-28,Mid Atlantic - Dominion,33645,27140,5950,555,10282018,10282018,yes
1346,2018-10-28,2018-10-28,PJM RTO,58414,43226,10748,4440,10282018,10282018,yes
1365,2018-10-27,2018-10-27,Western,24540,16315,4833,3392,10272018,10272018,yes
1366,2018-10-27,2018-10-27,Mid Atlantic - Dominion,34553,26655,5957,1941,10272018,10272018,yes
1367,2018-10-27,2018-10-27,PJM RTO,59093,42970,10790,5333,10272018,10272018,yes
1386,2018-10-26,2018-10-26,Western,27121,12560,8699,5862,10262018,10262018,yes
1387,2018-10-26,2018-10-26,Mid Atlantic - Dominion,36349,26318,8404,1627,10262018,10262018,yes
1388,2018-10-26,2018-10-26,PJM RTO,63470,38878,17103,7489,10262018,10262018,yes
1407,2018-10-25,2018-10-25,Western,24545,13204,5483,5858,10252018,10252018,yes
1408,2018-10-25,2018-10-25,Mid Atlantic - Dominion,31995,26256,5163,576,10252018,10252018,yes
1409,2018-10-25,2018-10-25,PJM RTO,56540,39460,10646,6434,10252018,10252018,yes
1428,2018-10-24,2018-10-24,Western,24826,13998,5959,4869,10242018,10242018,yes
1429,2018-10-24,2018-10-24,Mid Atlantic - Dominion,32863,26200,5026,1637,10242018,10242018,yes
1430,2018-10-24,2018-10-24,PJM RTO,57689,40198,10985,6506,10242018,10242018,yes
1449,2018-10-23,2018-10-23,Western,26232,15640,6756,3836,10232018,10232018,yes
1450,2018-10-23,2018-10-23,Mid Atlantic - Dominion,33378,26449,5522,1407,10232018,10232018,yes
1451,2018-10-23,2018-10-23,PJM RTO,59610,42089,12278,5243,10232018,10232018,yes
1470,2018-10-22,2018-10-22,Western,27148,18147,5687,3314,10222018,10222018,yes
1471,2018-10-22,2018-10-22,Mid Atlantic - Dominion,32374,26074,4519,1781,10222018,10222018,yes
1472,2018-10-22,2018-10-22,PJM RTO,59522,44221,10206,5095,10222018,10222018,yes
1491,2018-10-21,2018-10-21,Western,26238,18449,5025,2764,10212018,10212018,yes
1492,2018-10-21,2018-10-21,Mid Atlantic - Dominion,31744,24262,5714,1768,10212018,10212018,yes
1493,2018-10-21,2018-10-21,PJM RTO,57982,42711,10739,4532,10212018,10212018,yes
1512,2018-10-20,2018-10-20,Western,26947,17504,6068,3375,10202018,10202018,yes
1513,2018-10-20,2018-10-20,Mid Atlantic - Dominion,32878,25208,6639,1031,10202018,10202018,yes
1514,2018-10-20,2018-10-20,PJM RTO,59825,42712,12707,4406,10202018,10202018,yes
1533,2018-10-19,2018-10-19,Western,25736,15295,6077,4364,10192018,10192018,yes
1534,2018-10-19,2018-10-19,Mid Atlantic - Dominion,30605,20430,9164,1011,10192018,10192018,yes
